word,lemma,POS,IC,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list
grilla,grilla,n,NC_A,female cricket/ grill,,,,,,,,,,,,,,1
grillo,grillo,n,NC_O,cricket,,,,,,,,,,,,,,1
gritería,gritería,nfs    ,NC_A,"outcry, uproar",,,,,,,,,,,,,,1
griterío,griterío,nms    ,NC_O,"clamour, uproar",,,,,,,,,,,,,,1
grulla,grulla,nfs    ,NC_A,crane (bird),,,,,Adj,,,,,,,,,1
grullo,grullo,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
guacamaya,guacamaya,nfs    ,NC_A,"Macaw (CA), Candle Bush (CB, Honduras)",,,,,,,,,,,,,,1
guacamayo,guacamayo,nms    ,NC_O,"Macaw (El Salvador, Honduras)",,,,,,,,,,,,,,1
guajira,guajira,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
guajiro,guajiro,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
guanábana,guanábana,nfs    ,NC_A,soursop/ custard apple,,,,,,,,,,,,,,1
guanábano,guanábano,nms    ,NC_O,Tree,,,,,,,,,,,,,,1
guayaba,guayaba,nfs    ,NC_A,guava,,,,,V,,,,,,,,,1
guayabo,guayabo,nms    ,NC_O,guava tree,,,,,,,,,,,,,,1
guerca,guerca,n,NC_A,?,,,,,,,,,,,,,,1
guerco,guerco,n,NC_O,?,,,,,,,,,,,,,,1
guerrillera,guerrillera,n,NC_A,guerrilla fighter,1,,,,,,,,,,,,,1
guerrillero,guerrillero,nms    ,NC_O,guerrilla fighter,1,,,,,,,,,,,,,1
guinda,guinda,nms    ,NC_A,sour cherry,,,,,V,,,,,,,,,1
guindo,guindo,nms    ,NC_O,sour cherry tree,,,,,,,,,,,,,,1
habanera,habanera,nfs    ,NC_A,person from havana,1,,,,,,,,,,,,,1
habanero,habanero,nms    ,NC_O,person from havana,1,,,,,,,,,,,,,1
hacha,hacha,nfs    ,NC_A,"axe, hatchet, ace, wizard; a kind of torch",,,,,V,,,,,,,,,1
hacho,hacho,nms    ,NC_O,V,,,,,,,,,,,,,,1
hagala,hagala,n,NC_A,,,,,,,,,,,,,,,1
hagalo,hagalo,n,NC_O,,,,,,,,,,,,,,,1
hechicera,hechicera,nfs    ,NC_A,sorceress,1,,,,,,,,,,,,,1
hechicero,hechicero,nms    ,NC_O,sorcerer,1,,,,,,,,,,,,,1
helena,heleno,n,NC_O,hellen,1,,,,,,,,,,,,,1
heleno,heleno,n,NC_O,hellen,1,,,,,,,,,,,,,1
hermana,hermana,n,NC_A,sister,1,,,,,,,,,,,,,1
hermano,hermano,n,NC_O,brother,1,,,,,,,,,,,,,1
herrera,herrera,nfs    ,NC_A,blacksmith,1,,,,,,,,,,,,,1
herrero,herrero,nms    ,NC_O,blacksmith,1,,,,,,,,,,,,,1
hidra,hidra,nfs    ,NC_A,hydra (mythical creature),1,,,,,,,,,,,,,1
hidro,hidro,n,NC_O,hydra (mythical creature),1,,,,,,,,,,,,,1
hija,hijo,n,NC_O,child,1,,,,,,,,,,,,,1
hijita,hijita,n,NC_A,small child,1,,1,,,,,,,,,,,1
hijito,hijito,n,NC_O,small child,1,,1,,,,,,,,,,,1
hijo,hijo,nms    ,NC_O,child,1,,,,,,,,,,,,,1
hna,hna,n,NC_A,?,,,,,,,,,,,,,,1
hno,hermano,n,NC_O,?,,,,,,,,,,,,,,1
hoja,hoja,nfs    ,NC_A,"leaf, petal, blade, sheet, foil",,,,,,,,,,,,,,1
hojo,hojo,n,NC_O,?,,,,,,,,,,,,,,1
homónima,homónima,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
homónimo,homónimo,nms    ,NC_O,homonym,,,,,,,,,,,,,,1
humana,humano,nj,NC_O,human,1,,,,,,,,,,,,,1
humano,humano,nms    ,NC_O,human,1,,,,,,,,,,,,,1
ideóloga,ideólogo,nfs    ,NC_O,ideologist,1,,,,,,,,,,,,,1
ideólogo,ideólogo,nms    ,NC_O,ideologist,1,,,,,,,,,,,,,1
idola,idola,n,NC_A,female idol,1,,,,,,,,,,,,,1
idolo,ídolo,n,NC_O,idol,1,,,,,,,,,,,,,1
impedimenta,impedimenta,nfs    ,NC_A,?,,,,,,,,,,,,,,1
impedimento,impedimento,nms    ,NC_O,"obstacle, impediment",,,,,,,,,,,,,,1
inactiva,inactivo,n,NC_O,adj/V,1,,,,,,,,,,,,,1
inactivo,inactivo,n,NC_O,Inactive person,1,,,,,,,,,,,,,1
incógnita,incógnita,nfs    ,NC_A,adj,,,,,,,,,,,,,,1
incógnito,incógnito,nms    ,NC_O,"mystery, unknown",,,,,,,,,,,,,,1
incentiva,incentivo,n,NC_O,V,,,,,,,,,,,,,,1
incentivo,incentivo,nms    ,NC_O,incentive,,,,,,,,,,,,,,1
ingeniera,ingeniera,n,NC_A,Engineer,1,,,,,,,,,,,,,1
ingeniero,ingeniero,nms    ,NC_O,engineer,1,,,,,,,,,,,,,1
inodora,inodoro,n,NC_O,adj,,,,,,,,,,,,,,1
inodoro,inodoro,n,NC_O,toilet,,,,,Adj,,,,,,,,,1
interna,interna,n,NC_A,patient,1,,,,,,,,,,,,,1
internada,internada,nfs    ,NC_A,intern,1,,,,,,,,,,,,,1
internado,internado,nms    ,NC_O,intern; boarding school,1,,,,,,,,,,,,,1
interno,interno,nms    ,NC_O,patient,1,,,,,,,,,,,,,1
jabonada,jabonada,nfs    ,NC_A,V,,,,,,,,,,,,,,1
jabonado,jabonado,nms    ,NC_O,V,,,,,,,,,,,,,,1
jardinera,jardinera,nfs    ,NC_A,gardener,1,,,,,,,,,,,,,1
jardinero,jardinero,nms    ,NC_O,gardener,1,,,,,,,,,,,,,1
jarra,jarra,nfs    ,NC_A,"jug, pitcher, stein, mug",,,,,,,,,,,,,,1
jarro,jarro,nms    ,NC_O,"jug, pitcher, stein, mug",,,,,,,,,,,,,,1
jota,jota,nfs    ,NC_A,"iota, jack in a deck of cards; (MX)f*g",,1,,,,,,,,,,,,1
joto,joto,nms    ,NC_O,"f*g (MX, Honduras); joker, jack",,1,,,,,,,,,,,,1
jovencita,jovencita,n,NC_A,young person,1,,,,,,,,,,,,,1
jovencito,jovencito,n,NC_O,young person,1,,,,,,,,,,,,,1
juanita,juanita,np,NC_A,Proper Name,1,,,,,,,,,,,,,1
juanito,juanito,np,NC_O,Proper Name,1,,,,,,,,,,,,,1
judía,judío,n,NC_O,Jew,1,,,,,,,,,,,,,1
judío,judío,nms    ,NC_O,Jew,1,,,,,,,,,,,,,1
judia,judío,n,NC_O,Jew,1,,,,,,,,,,,,,1
judio,judío,n,NC_O,Jew,1,,,,,,,,,,,,,1
julia,julia,np,NC_A,Proper Name,,,,,,,,,,,,,,1
julio,julio,nms    ,NC_O,July,,,,,,,,,,,,,,1
kasa,kasa,n,NC_A,?,,,,,,,,,,,,,,1
kaso,kaso,n,NC_O,?,,,,,,,,,,,,,,1
lía,lía,nfs    ,NC_A,V,,,,,,,,,,,,,,1
lío,lío,nms    ,NC_O,"bundle, trouble, lover, ",,,,,V,,,,,,,,,1
lúcuma,lúcuma,nfs    ,NC_A,lucmo fruit,,,,,,,,,,,,,,1
lúcumo,lúcumo,nms    ,NC_O,?,,,,,,,,,,,,,,1
lada,lada,nfs    ,NC_A,?,,,,,,,,,,,,,,1
lado,lado,nms    ,NC_O,"side, face",,,,,,,,,,,,,,1
latina,latino,nj,NC_O,Latin,1,,,,,,,,,,,,,1
latino,latino,nms    ,NC_O,Latin,1,,,,,,,,,,,,,1
lauda,lauda,nfs    ,NC_A,V,,,,,,,,,,,,,,1
laudo,laudo,nms    ,NC_O,"ruling, decision",,,,,,,,,,,,,,1
lavandera,lavandera,nfs    ,NC_A,wagtail; lavander seller; laundry woman,1,,,,,,,,,,,,,1
lavandero,lavandero,nms    ,NC_O,laundry man,1,,,,,,,,,,,,,1
lechera,lechera,nfs    ,NC_A,milkman,1,,,,,,,,,,,,,1
lechero,lechero,nms    ,NC_O,milkman,1,,,,,,,,,,,,,1
liberta,liberta,nfs    ,NC_A,free man,1,,,,,,,,,,,,,1
liberto,liberto,nms    ,NC_O,free man,1,,,,,,,,,,,,,1
librada,librada,nfs    ,NC_A,liberated person,1,,,,,,,,,,,,,1
librado,librado,nms    ,NC_O,liberated person,1,,,,,,,,,,,,,1
librera,librero,n,NC_O,bookseller,1,,,,,,,,,,,,,1
librero,librero,nms    ,NC_O,"bookshelf, bookseller",1,,,,,,,,,,,,,1
licenciada,licenciado,n,NC_O,bachelor (obtained degree),1,,,,,,,,,,,,,1
licenciado,licenciado,n,NC_O,bachelor (obtained degree),1,,,,,,,,,,,,,1
lila,lila,n,NC_A,"lilac (flower/bush), lilac (color)",,,,,,,,,,,,,,1
lilo,lilo,nms    ,NC_O,Proper Name,,,,,,,,,,,,,,1
limeña,limeña,nfs    ,NC_A,person from Lima,1,,,,,,,,,,,,,1
limeño,limeño,nms    ,NC_O,person from Lima,1,,,,,,,,,,,,,1
liquida,líquido,nj,NC_O,Adj,,,,,Adj,,,,,,,,,1
liquido,líquido,nj,NC_O,liquid,,,,,,,,,,,,,,1
lisa,lisa,nfs    ,NC_A,mullet,,,,,Adj/V,,,,,,,,,1
liso,liso,nms    ,NC_O,Adj/V,,,,,,,,,,,,,,1
literata,literato,n,NC_O,man of letters,1,,,,,,,,,,,,,1
literato,literato,nms    ,NC_O,man of letters,1,,,,,,,,,,,,,1
llamada,llamada,nfs    ,NC_A,call,,,,,,,,,,,,,,1
llamado,llamado,nms    ,NC_O,call,,,,,,,,,,,,,,1
llanera,llanero,n,NC_O,cowboy,1,,,,,,,,,,,,,1
llanero,llanero,nms    ,NC_O,cowboy,1,,,,,,,,,,,,,1
loca,loca,nfs    ,NC_A,crazy person,1,,,,,,,,,,,,,1
loco,loco,nms    ,NC_O,crazy person,1,,,,,,,,,,,,,1
lola,lola,nfs    ,NC_A,"(CH) girl, (MX) breasts",1,,,,,,,,,,,,,1
lolo,lolo,n,NC_O,"(CH) boy,",1,,,,,,,,,,,,,1
lomita,lomita,n,NC_A,small loma,,,,,,,,,,,,,,1
lomito,lomito,n,NC_O,small lomo,,,,,,,,,,,,,,1
lora,lora,nfs    ,NC_A,parrot,1,,,,,,,,,,,,,1
loro,loro,nms    ,NC_O,parrot,1,,,,,,,,,,,,,1
ltima,ltima,n,NC_A,?,,,,,,,,,,,,,,1
ltimo,ltimo,n,NC_O,?,,,,,,,,,,,,,,1
luminaria,luminaria,nms    ,NC_A,"cigil fire, lamp, light, altar lamp, limunary, star, celebrity",,,,,,,,,,,,,,1
luminario,luminario,n,NC_O,?,,,,,,,,,,,,,,1
lupa,lupa,nfs    ,NC_A,magnifying glass,,,,,,,,,,,,,,1
lupo,lupo,n,NC_O,?,,,,,,,,,,,,,,1
máxima,máxima,nfs    ,NC_A,maximum,,,,,Adj,,,,,,,,,1
máximo,máximo,nms    ,NC_O,maximum,,,,,,,,,,,,,,1
mística,mística,nfs    ,NC_A,mystic,1,,,,,,,,,,,,,1
místico,místico,nms    ,NC_O,mystic,1,,,,,,,,,,,,,1
música,música,nfs    ,NC_A,musician,1,,,,,,,,,,,,,1
músico,músico,nms    ,NC_O,musician,1,,,,,,,,,,,,,1
ma,ma,n,NC_A,mama,,,,,,,,,,,,,,1
maña,maña,nfs    ,NC_A,"someone from aragon; skill, aptitute, knack, trick, bad happit (LA)",1,,,,Adj/V,,,,,,,,,1
maño,maño,nms    ,NC_O,someone from aragon;,1,,,,Adj/V,,,,,,,,,1
madera,madera,nms    ,NC_A,"wood, wooden plank, makings",,,,,,,,,,,,,,1
madero,madero,nms    ,NC_O,"a piece of wood, police office (SP)",,,,,,,,,,,,,,1
maestra,maestra,nfs    ,NC_A,master,1,,,,,,,,,,,,,1
maestro,maestro,n,NC_O,master,1,,,,,,,,,,,,,1
maga,mago,n,NC_O,female magician; Puerto Rican Tree,1,,,,,,,,,,,,,1
magistrada,magistrado,n,NC_O,magistrate,1,,,,,,,,,,,,,1
magistrado,magistrado,nms    ,NC_O,magistrate,1,,,,,,,,,,,,,1
mago,mago,nms    ,NC_O,magician/magi,1,,,,,,,,,,,,,1
maja,maja,nfs    ,NC_A,Adj/V,,,,,,,,,,,,,,1
majo,majo,nms    ,NC_O,Adj/V,,,,,,,,,,,,,,1
malda,malda,n,NC_A,?,,,,,,,,,,,,,,1
maldo,maldo,n,NC_O,?,,,,,,,,,,,,,,1
malparida,malparido,n,NC_O,asshole (person),1,,,,,,,,,,,,,1
malparido,malparido,n,NC_O,asshole (person),1,,,,,,,,,,,,,1
mandata,mandata,n,NC_A,?,,,,,,,,,,,,,,1
mandataria,mandatario,n,NC_O,head of state,1,,,,,,,,,,,,,1
mandatario,mandatario,nms    ,NC_O,head of state,1,,,,,,,,,,,,,1
mandato,mandato,nms    ,NC_O,mandate,,,,,,,,,,,,,,1
manita,manita,nfs    ,NC_A,"little hand, (soccer) wave",,,1,,,,,,,,,,,1
manito,manito,n,NC_O,little hand,,,,,,,,,,,,,,1
manta,manta,nms    ,NC_A,"Blanket, cloth, poncho, fish trap",,,,,,,,,,,,,,1
manto,manto,nms    ,NC_O,"shroud, cloak, layer, surface, blanket",,,,,,,,,,,,,,1
manzana,manzana,nfs    ,NC_A,apple,,,,,,,,,,,,,,1
manzano,manzano,nms    ,NC_O,apple tree,,,,,,,,,,,,,,1
mara,mara,nfs    ,NC_A,"people in one's in-group; crew, gang",,,,,,,,,,,,,,1
marcela,marcela,np,NC_A,?,,,,,,,,,,,,,,1
marcelo,marcelo,n,NC_O,?,,,,,,,,,,,,,,1
maria,maria,n,NC_A,?,,,,,,,,,,,,,,1
marica,marica,nms    ,NC_A,f*g,1,,,,,,,,,,,,,1
marico,marico,n,NC_O,f*g,1,,,,,,,,,,,,,1
marinera,marinera,nfs    ,NC_A,"sailor, seaman",1,,,,,,,,,,,,,1
marinero,marinero,nms    ,NC_O,"sailor, seaman",1,,,,,,,,,,,,,1
mario,mario,n,NC_O,?,,,,,,,,,,,,,,1
maro,maro,nms    ,NC_O,?,,,,,,,,,,,,,,1
marrana,marrana,nfs    ,NC_A,pig,,,,,,,,,,,,,,1
marrano,marrano,nms    ,NC_O,pig,,,,,,,,,,,,,,1
martina,martina,np,NC_A,?,,,,,,,,,,,,,,1
martino,martino,n,NC_O,myrna bird,,,,,,,,,,,,,,1
maza,maza,nfs    ,NC_A,"mace, club, mallet, handle, drumstick",,,,,V,,,,,,,,,1
mazo,mazo,nms    ,NC_O,"hammer, mallet, gavel, pestle",,,,,,,,,,,,,,1
mbia,mbia,n,NC_A,?,,,,,,,,,,,,,,1
mbio,mbio,n,NC_O,?,,,,,,,,,,,,,,1
mca,mca,n,NC_A,?,,,,,,,,,,,,,,1
mco,mco,n,NC_O,?,,,,,,,,,,,,,,1
mecánica,mecánica,nfs    ,NC_A,mechanic,1,,,,,,,,,,,,,1
mecánico,mecánico,nms    ,NC_O,mechanic,1,,,,,,,,,,,,,1
mechera,mechera,nfs    ,NC_A,?,,,,,,,,,,,,,,1
mechero,mechero,nms    ,NC_O,burner,,,,,,,,,,,,,,1
media,media,nms    ,NC_A,"half, stocking, panythose, mean, average",,,,,Adj/V,,,,,,,,,1
medio,medio,nms    ,NC_O,"half, middle avg",,,,,,,,,,,,,,1
mela,mela,nfs    ,NC_A,"smitt, smit",,,,,,,,,,,,,,1
melo,melo,np,NC_O,?,,,,,,,,,,,,,,1
mesa,mesa,nfs    ,NC_A,table,,,,,,,,,,,,,,1
meso,meso,n,NC_O,?,,,,,,,,,,,,,,1
mesonera,mesonera,nfs    ,NC_A,hotel owner,1,,,,,,,,,,,,,1
mesonero,mesonero,nms    ,NC_O,hotel owner,1,,,,,,,,,,,,,1
metafísica,metafísica,nfs    ,NC_A,metaphysician,1,,,,,,,,,,,,,1
metafísico,metafísico,nms    ,NC_O,metaphysician,1,,,,,,,,,,,,,1
microbióloga,microbiólogo,nfs    ,NC_O,microbiologist,1,,,,,,,,,,,,,1
microbiólogo,microbiólogo,nms    ,NC_O,microbiologist,1,,,,,,,,,,,,,1
mija,hijo,n,NC_O,child,1,,,,,,,,,,,,,1
mijo,hijo,n,NC_O,child,1,,,,,,,,,,,,,1
millonaria,millonario,n,NC_O,millionare,1,,,,,,,,,,,,,1
millonario,millonario,n,NC_O,millionare,1,,,,,,,,,,,,,1
mina,mina,nfs    ,NC_A,"mine; (AG, Chile) Girl;  Prostitute (AG)",1,,,,,,,,,,,,,1
ministra,ministra,nfs    ,NC_A,minister,1,,,,,,,,,,,,,1
ministro,ministro,nms    ,NC_O,minister,1,,,,,,,,,,,,,1
mino,mino,n,NC_O,"(AG, Chile) boy",1,,,,,,,,,,,,,1
mita,mita,nfs    ,NC_A,?,,,,,,,,,,,,,,1
mito,mito,nms    ,NC_O,myth,,,,,,,,,,,,,,1
mo,mo,n,NC_O,,,,,,,,,,,,,,,1
mocosa,mocosa,nfs    ,NC_A,brat,1,,,,,,,,,,,,,1
mocoso,mocoso,nms    ,NC_O,brat,1,,,,,,,,,,,,,1
mojala,mojala,n,NC_A,?,,,,,,,,,,,,,,1
mojalo,mojalo,n,NC_O,?,,,,,,,,,,,,,,1
molina,molino,n,NC_O,V,,,,,,,,,,,,,,1
molinera,molinero,n,NC_O,miller,1,,,,,,,,,,,,,1
molinero,molinero,nms    ,NC_O,miller,1,,,,,,,,,,,,,1
molino,molino,nms    ,NC_O,mill,,,,,,,,,,,,,,1
mona,mona,nfs    ,NC_A,"drunkenness, fuddle, female monkey",1,,,,,,,,,,,,,1
mono,mono,nms    ,NC_O,monkey,1,,,,,,,,,,,,,1
montera,montera,nfs    ,NC_A,hunter,1,,,,,,,,,,,,,1
montero,montero,nms    ,NC_O,hunter,1,,,,,,,,,,,,,1
mora,mora,nfs    ,NC_A,"mulberry, blackberry, default, moor",1,,,,,,,,,,,,,1
morena,morena,nfs    ,NC_A,dark skinner person,1,,,,,,,,,,,,,1
moreno,moreno,nms    ,NC_O,dark skinner person,1,,,,,,,,,,,,,1
moro,moro,nms    ,NC_O,moor,1,,,,,,,,,,,,,1
morocha,morocha,nfs    ,NC_A,"dark skinned person (AG, UG)",1,,,,,,,,,,,,,1
morocho,morocho,nms    ,NC_O,"dark skinned person (AG, UG)",1,,,,,,,,,,,,,1
mosquita,mosquita,nfs    ,NC_A,little mosca,,,,,,,,,,,,,,1
mosquito,mosquito,nms    ,NC_O,little mosco,,,,,,,,,,,,,,1
moza,moza,n,NC_A,girl,1,,,,,,,,,,,,,1
mozo,mozo,nms    ,NC_O,boy,1,,,,,,,,,,,,,1
muñeca,muñeca,nfs    ,NC_A,doll,,,,,,,,,,,,,,1
muñeco,muñeco,nms    ,NC_O,doll,,,,,,,,,,,,,,1
muchacha,muchacho,n,NC_O,girl,1,,,,,,,,,,,,,1
muchachita,muchachita,n,NC_A,little girl,1,,,,,,,,,,,,,1
muchachito,muchachito,n,NC_O,little boy,1,,,,,,,,,,,,,1
muchacho,muchacho,nms    ,NC_O,girl,1,,,,,,,,,,,,,1
muerta,muerto,n,NC_O,dead person,1,,,,,,,,,,,,,1
muerto,muerto,nms    ,NC_O,dead person,1,,,,,,,,,,,,,1
mula,mula,nfs    ,NC_A,"trash, mule",1,,,,,,,,,,,,,1
mulo,mulo,nms    ,NC_O,mule,1,,,,,,,,,,,,,1
musica,música,n,NC_A,musician,1,,,,,,,,,,,,,1
musico,músico,n,NC_O,musician,1,,,,,,,,,,,,,1
naranja,naranja,n,NC_A,orange,,,,,,,,,,,,,,1
naranjo,naranjo,nms    ,NC_O,orange tree,,,,,,,,,,,,,,1
nea,neo,n,NC_O,?,,,,,Adj,,,,,,,,,1
negociada,negociado,n,NC_O,?,,,,,,,,,,,,,,1
negociado,negociado,nms    ,NC_O,?,,,,,,,,,,,,,,1
negra,negra,nfs    ,NC_A,black person,1,,,,,,,,,,,,,1
negrita,negrita,nfs    ,NC_A,small black person,1,,,,,,,,,,,,,1
negrito,negrito,nms    ,NC_O,small black person,1,,,,,,,,,,,,,1
negro,negro,nms    ,NC_O,black person,1,,,,,,,,,,,,,1
neo,neo,n,NC_O,anchor,,,,,,,,,,,,,,1
neuróloga,neurólogo,nfs    ,NC_O,neurologist,1,,,,,,,,,,,,,1
neurólogo,neurólogo,nms    ,NC_O,neurologist,1,,,,,,,,,,,,,1
ni?a,ni?a,n,NC_A,?,,,,,,,,,,,,,,1
ni?o,ni?o,n,NC_O,?,,,,,,,,,,,,,,1
niñata,niñata,nfs    ,NC_A,kid,1,,,,,,,,,,,,,1
niñato,niñato,nms    ,NC_O,kid,1,,,,,,,,,,,,,1
niñita,niñita,n,NC_A,small child,1,,,,,,,,,,,,,1
niñito,niñito,n,NC_O,small child,1,,,,,,,,,,,,,1
nina,niño,n,NC_O,boy,1,,,,,,,,,,,,,1
nino,nino,n,NC_O,male doll,1,,,,,,,,,,,,,1
nosotra,nosotra,n,NC_A,?,,,,,,,,,,,,,,1
nosotro,nosotro,n,NC_O,?,,,,,,,,,,,,,,1
notaria,notaria,nfs    ,NC_A,notary,1,,,,,,,,,,,,,1
notario,notario,nms    ,NC_O,notary,1,,,,,,,,,,,,,1
novia,novia,nfs    ,NC_A,girlfriend,1,,,,,,,,,,,,,1
novicia,novicia,nfs    ,NC_A,novice,1,,,,,,,,,,,,,1
novicio,novicio,nms    ,NC_O,novice,1,,,,,,,,,,,,,1
noviecita,noviecita,n,NC_A,,,,,,,,,,,,,,,1
noviecito,noviecito,n,NC_O,,,,,,,,,,,,,,,1
novio,novio,nms    ,NC_O,,,,,,,,,,,,,,,1
nuclea,núcleo,n,NC_O,,,,,,,,,,,,,,,1
nucleo,núcleo,n,NC_O,,,,,,,,,,,,,,,1
nuesra,nuesra,n,NC_A,,,,,,,,,,,,,,,1
nuesro,nuesro,n,NC_O,,,,,,,,,,,,,,,1
nueva,nueva,nfs    ,NC_A,,,,,,,,,,,,,,,1
nuevo,nuevo,nms    ,NC_O,,,,,,,,,,,,,,,1
nutrióloga,nutriólogo,n,NC_O,,,,,,,,,,,,,,,1
nutriólogo,nutriólogo,n,NC_O,,,,,,,,,,,,,,,1
obsecionada,obsecionada,n,NC_A,,,,,,,,,,,,,,,1
obsecionado,obsecionado,n,NC_O,,,,,,,,,,,,,,,1
occisa,occiso,n,NC_O,,,,,,,,,,,,,,,1
occiso,occiso,n,NC_O,,,,,,,,,,,,,,,1
odontóloga,odontólogo,nfs    ,NC_O,,,,,,,,,,,,,,,1
odontólogo,odontólogo,nms    ,NC_O,,,,,,,,,,,,,,,1
oliva,oliva,nfs    ,NC_A,,,,,,,,,,,,,,,1
olivo,olivo,nms    ,NC_O,,,,,,,,,,,,,,,1
oncóloga,oncólogo,nfs    ,NC_O,,,,,,,,,,,,,,,1
oncólogo,oncólogo,nms    ,NC_O,,,,,,,,,,,,,,,1
opa,opa,nms    ,NC_A,,,,,,,,,,,,,,,1
opo,opo,n,NC_O,,,,,,,,,,,,,,,1
optica,óptica,n,NC_A,,,,,,,,,,,,,,,1
optico,optico,n,NC_O,,,,,,,,,,,,,,,1
oratoria,oratoria,nfs    ,NC_A,,,,,,,,,,,,,,,1
oratorio,oratorio,nms    ,NC_O,,,,,,,,,,,,,,,1
orca,orca,nfs    ,NC_A,,,,,,,,,,,,,,,1
orco,orco,n,NC_O,,,,,,,,,,,,,,,1
osa,osa,nfs    ,NC_A,,,,,,,,,,,,,,,1
oso,oso,n,NC_O,,,,,,,,,,,,,,,1
ostra,ostra,nfs    ,NC_A,,,,,,,,,,,,,,,1
ostro,ostro,nms    ,NC_O,,,,,,,,,,,,,,,1
ova,ova,nfs    ,NC_A,,,,,,,,,,,,,,,1
ovo,ovo,n,NC_O,,,,,,,,,,,,,,,1
pa,pa,n,NC_A,,,,,,,,,,,,,,,1
paca,paca,nfs    ,NC_A,llama,1,,,,,,,,,,,,,1
paco,paco,np,NC_O,llama,1,,,,,,,,,,,,,1
paga,paga,nfs    ,NC_A,payment/allowance,,,,,V,,,,,,,,,1
pago,pago,nms    ,NC_O,payment,,,,,,,,,,,,,,1
pajarita,pajarita,nfs    ,NC_A,little bird,1,,,,,,,,,,,,,1
pajarito,pajarito,nms    ,NC_O,little bird,1,,,,,,,,,,,,,1
palabrería,palabrería,nfs    ,NC_A,claptrap (empty promise),,,,,,,,,,,,,,1
palabrerío,palabrerío,n,NC_O,claptrap (empty promise),,,,,,,,,,,,,,1
paleta,paleta,nfs    ,NC_A,"hillbillly; small trowel, lollipop",1,,1,,Adj,,,,,,,,,1
paleto,paleto,nms    ,NC_O,hillbilly,1,,,,,,,,,,,,,1
paloma,paloma,nfs    ,NC_A,dove,1,,,,,,,,,,,,,1
palomo,palomo,nms    ,NC_O,dove,1,,,,,,,,,,,,,1
palta,palta,nms    ,NC_A,avacado (fruit),,,,,,,,,,,,,,1
palto,palto,nms    ,NC_O,avacado (tree),,,,,,,,,,,,,,1
panadera,panadera,nfs    ,NC_A,baker,1,,,,,,,,,,,,,1
panadero,panadero,nms    ,NC_O,baker,1,,,,,,,,,,,,,1
papa,papa,nms    ,NC_A,"pope, (LA) potato",,,,,,,,,,,,,,1
papita,papita,n,NC_A,little pop,,,1,,,,,,,,,,,1
papito,papito,n,NC_O,little dad,,,1,,,,,,,,,,,1
papo,papo,nms    ,NC_O,V,,,,,,,,,,,,,,1
para,para,n,NC_A,Prep/V,,,,,,,,,,,,,,1
parada,parada,nfs    ,NC_A,unemployed person,1,,,,,,,,,,,,,1
parado,parado,nms    ,NC_O,unemployed person,1,,,,,,,,,,,,,1
paria,paria,nms    ,NC_A,"pariah, outcast",1,,,,,,,,,,,,,1
pario,pario,n,NC_O,?,,,,,,,,,,,,,,1
paro,paro,n,NC_O,?,,,,,,,,,,,,,,1
partera,partera,n,NC_A,midwife,1,,,,,,,,,,,,,1
partero,partero,nms    ,NC_O,midwife,1,,,,,,,,,,,,,1
pasada,pasada,nfs    ,NC_A,"transit, moment, turn",,,1,,Adj/V,,,,,,,,,1
pasado,pasado,nms    ,NC_O,past,,,1,,Adj/V,,,,,,,,,1
pasajera,pasajera,nfs    ,NC_A,passenger,1,,,,,,,,,,,,,1
pasajero,pasajero,nms    ,NC_O,passenger,1,,,,,,,,,,,,,1
pasea,paseo,n,NC_O,V,,,,,,,,,,,,,,1
paseo,paseo,nms    ,NC_O,"walk, stroll, outing, promenade",,,,,V,,,,,,,,,1
pasiva,pasiva,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
pasivo,pasivo,nms    ,NC_O,"Debt, Bottom (slang)",,,,,,,,,,,,,,1
pata,pata,nms    ,NC_A,female duck,1,,,,,,,,,,,,,1
patita,patita,n,NC_A,little duck,1,,1,,,,,,,,,,,1
patito,patito,nms    ,NC_O,little duck,1,,1,,,,,,,,,,,1
pato,pato,nms    ,NC_O,male duck,1,,,,,,,,,,,,,1
patricia,patricio,np,NC_O,patrician,1,,,,,,,,,,,,,1
patricio,patricio,nms    ,NC_O,patrician,1,,,,,,,,,,,,,1
pava,pava,nfs    ,NC_A,"Turkey, hen, type of pot ",,,,,,,,,,,,,,1
pavo,pavo,nms    ,NC_O,"turkey, peacock",,,,,,,,,,,,,,1
pedagoga,pedagoga,nfs    ,NC_A,pedagogue ,1,,,,,,,,,,,,,1
pedagogo,pedagogo,nms    ,NC_O,pedagogue,1,,,,,,,,,,,,,1
peluquera,peluquero,n,NC_O,barber,1,,,,,,,,,,,,,1
peluquero,peluquero,nms    ,NC_O,barber,1,,,,,,,,,,,,,1
pena,pena,nfs    ,NC_A,"punishment, pain, trouble",,,,,V,,,,,,,,,1
penitenciaria,penitenciaria,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
